EAR,MAR,TIME
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.29033612370263684,0.254480453838932,18:57:39.299537
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.29033612370263684,0.254480453838932,18:57:39.299537
0.28339242132167103,0.27994485458893903,18:57:39.426367
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.29033612370263684,0.254480453838932,18:57:39.299537
0.28339242132167103,0.27994485458893903,18:57:39.426367
0.30247370758593356,0.21573786516665266,18:57:39.553405
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.29033612370263684,0.254480453838932,18:57:39.299537
0.28339242132167103,0.27994485458893903,18:57:39.426367
0.30247370758593356,0.21573786516665266,18:57:39.553405
0.2585134164723131,0.1,18:57:39.670434
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
0.30773023797336085,0.3,18:57:38.832413
0.33159644655271137,0.33333333333333337,18:57:38.951764
0.25862974902772073,0.26666666666666666,18:57:39.062805
0.29076283024531324,0.18240453183331934,18:57:39.174200
0.29033612370263684,0.254480453838932,18:57:39.299537
0.28339242132167103,0.27994485458893903,18:57:39.426367
0.30247370758593356,0.21573786516665266,18:57:39.553405
0.2585134164723131,0.1,18:57:39.670434
0.2650557410185079,0.16666666666666669,18:57:39.801001
0.1990072474678089,0.36666666666666664,18:57:37.830761
0.18174857096984903,0.4,18:57:37.967529
0.1801878466038807,0.305409255338946,18:57:38.089952
0.18203081074760719,0.310818510677892,18:57:38.215850
0.18712959355588854,0.4666666666666667,18:57:38.341239
0.1654293512654242,0.2720759220056127,18:57:38.464739
0.1966775342479532,0.36666666666666664,18:57:38.586171
0.19438423392475665,0.23874258867227932,18:57:38.714576
